Review,Liked
আমি রাগতে চাই না ভাল থাকতে চাই,positive
আমি রাগতে চাই নাই তাও তুমি আমাকে রাগালে আমার কথা না শুনে,negative
সে কখনও আমাকে ধোঁকা দিতে পারবে না,positive
আমি দেখতে চাই সে কি করে ধোঁকা দেয় আমাকে,positive
সে আমাকে ধোঁকা দেয়নি,positive
তুমি কিভাবে ধোঁকা দিলে আমাকে,negative
তাকে বিশ্বাস করে যদি আবার ধোঁকা পাই,negative
যেমনটা ভেবেছিলাম তুমি ঠিক তেমনই,positive
ভেবেছিলাম সেখানে গেলে অনেক কিছু করবো,positive
যেমন ভেবেছিলাম তেমন কিছুই হচ্ছে না,negative
ভেবেছিলাম তুমি বাকি সবার মত ভাল হবে,positive
ভয় পাবো না ভেবেছিলাম কিন্তু জায়গাটা অনেক ভয়ের,negative
তার ভালোর কথা চিন্তা করে আমি মোটেও দুঃখিত না,positive
ভুলের জন্য দুঃখিত না হয়ে আগ্রহ নিয়ে কাজ করো,positive
তোমাকে দুঃখিত হওয়া লাগবে না তুমি ভুল কিছু করো নাই,positive
এতো কিছুর পরেও তুমি মোটেও দুঃখিত না,negative
আমি আমার কাজের জন্য দুঃখিত এখন কি আমাকে শাস্তি দিবে,negative
